objectid,filename,Pager Identifier,Page number,Stope Book Name,Stope Book number,Volume number,Sill number,subject,Level & Floor,title,description,map_type,county,location,latitude,longitude,geomethod,datum,date,creator,identifier,scanned,optimized,map_width_inches,map_length_inches,relations_defined,relations_defined_staff,map_scale,township,range,section,format
4219,4219.jpg,100,100,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1100-14,TRAVONA 1100-14,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4220,4220.jpg,101,101,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1100-13,TRAVONA 1100-13,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4221,4221.jpg,102,102,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1200-12,TRAVONA 1200-12,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4222,4222.jpg,103,103,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1100-11,TRAVONA 1100-11,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4223,4223.jpg,104,104,TRAVONA - EAST,H-25,1,SURFACE,TTRAVONA,TRAVONA 1100-10,TRAVONA 1100-10,ELEVATION: 4618.14' AT THE TRAVONA SHAFT; 4612.64' AT SURVEY POINT 96933 IN THE EMMA C1222 DRIFT,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4224,4224.jpg,105,105,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1100-9,TRAVONA 1100-9,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4225,4225.jpg,106,106,TRAVONA - EAST,H-25,1,SURFACE,EMMA; TRAVONA,TRAVONA 1100-8; EMMA 1200-18,TRAVONA 1100-8; EMMA 1200-18,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4226,4226.jpg,107,107,TRAVONA - EAST,H-25,1,SURFACE,EMMA; TRAVONA,TRAVONA 1100-7; EMMA 1200-17,TRAVONA 1100-7; EMMA 1200-17,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4227,4227.jpg,108,108,TRAVONA - EAST,H-25,1,SURFACE,EMMA; TRAVONA,TRAVONA 1100-6; EMMA 1200-1,TRAVONA 1100-6; EMMA 1200-1,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4228,4228.jpg,109,109,TRAVONA - EAST,H-25,1,SURFACE,EMMA; TRAVONA,TRAVONA 1100-5; EMMA 1200-15,TRAVONA 1100-5; EMMA 1200-15,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4229,4229.jpg,110,110,TRAVONA - EAST,H-25,1,SURFACE,EMMA; TRAVONA,TRAVONA 1100-4; EMMA 1200-14,TRAVONA 1100-4; EMMA 1200-14,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4230,4230.jpg,111,111,TRAVONA - EAST,H-25,1,SURFACE,EMMA; TRAVONA,TRAVONA 1100-3; EMMA 1200-13,TRAVONA 1100-3; EMMA 1200-13,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4231,4231.jpg,112,112,TRAVONA - EAST,H-25,1,SURFACE,EMMA; TRAVONA,TRAVONA 1100-2; EMMA 1200-12,TRAVONA 1100-2; EMMA 1200-12,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4232,4232.jpg,113,113,TRAVONA - EAST,H-25,1,SURFACE,EMMA; TRAVONA,TRAVONA 1100-1; EMMA 1200-11,TRAVONA 1100-1; EMMA 1200-11,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4233,4233.jpg,114,114,TRAVONA - EAST,H-25,1,SURFACE,CLARK; EMMA; TRAVONA,CLARK 1000 SILL; EMMA 1200-10; TRAVONA 1100 SILL,CLARK 1000 SILL; EMMA 1200-10; TRAVONA 1100 SILL,ELEVATION: 4676.70' AT THE TRAVONA SHAFT,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4234,4234.jpg,115,115,TRAVONA - EAST,H-25,1,SURFACE,EMMA,EMMA 1200-9,EMMA 1200-9,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1958,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4235,4235.jpg,116,116,TRAVONA - EAST,H-25,1,SURFACE,EMMA,EMMA 1200-8,EMMA 1200-8,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1958,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4236,4236.jpg,117,117,TRAVONA - EAST,H-25,1,SURFACE,EMMA,EMMA 1200-7,EMMA 1200-7,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1958,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4237,4237.jpg,118,118,TRAVONA - EAST,H-25,1,SURFACE,EMMA,EMMA 1200-6,EMMA 1200-6,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1958,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4238,4238.jpg,119,119,TRAVONA - EAST,H-25,1,SURFACE,EMMA,EMMA 1200-5,EMMA 1200-5,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1959,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4239,4239.jpg,120,120,TRAVONA - EAST,H-25,1,SURFACE,EMMA,EMMA 1200-4,EMMA 1200-4,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1959,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4240,4240.jpg,121,121,TRAVONA - EAST,H-25,1,SURFACE,EMMA,EMMA 1200-3,EMMA 1200-3,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1958,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4241,4241.jpg,122,122,TRAVONA - EAST,H-25,1,SURFACE,EMMA,EMMA 1200-2,EMMA 1200-2,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1958,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4242,4242.jpg,123,123,TRAVONA - EAST,H-25,1,SURFACE,EMMA; TRAVONA,EMMA 1200-1; TRAVONA 1200-1,EMMA 1200-1; TRAVONA 1200-1,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1958,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4243,4243.jpg,124,124,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1200 SILL,TRAVONA 1200 SILL,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1945,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4244,4244.jpg,125,125,TRAVONA - EAST,H-25,1,SURFACE,,BLANK PAGE,BLANK PAGE,BLANK PAGE,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4245,4245.jpg,126,126,TRAVONA - EAST,H-25,1,SURFACE,,BLANK PAGE,BLANK PAGE,BLANK PAGE,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4246,4246.jpg,127,127,TRAVONA - EAST,H-25,1,SURFACE,,BLANK PAGE,BLANK PAGE,BLANK PAGE,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4247,4247.jpg,128,128,TRAVONA - EAST,H-25,1,SURFACE,,BLANK PAGE,BLANK PAGE,BLANK PAGE,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4248,4248.jpg,129,129,TRAVONA - EAST,H-25,1,SURFACE,EMMA,EMMA 1400-4,EMMA 1400-4,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1959,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4249,4249.jpg,130,130,TRAVONA - EAST,H-25,1,SURFACE,EMMA,EMMA 1400-3,EMMA 1400-3,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1958,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4250,4250.jpg,131,131,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1400-2,TRAVONA 1400-2,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1958,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4251,4251.jpg,132,132,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1400-1,TRAVONA 1400-1,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1958,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4252,4252.jpg,133,133,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1400 SILL,TRAVONA 1400 SILL,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1946,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4253,4253.jpg,134,134,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-32,TRAVONA 1600-32,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1957,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4254,4254.jpg,135,135,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-31,TRAVONA 1600-31,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1956,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4255,4255.jpg,136,136,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-30,TRAVONA 1600-30,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1956,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4256,4256.jpg,137,137,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-29,TRAVONA 1600-29,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1956,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4257,4257.jpg,138,138,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-28,TRAVONA 1600-28,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1955,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4258,4258.jpg,139,139,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-27,TRAVONA 1600-27,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1955,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4259,4259.jpg,140,140,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-26,TRAVONA 1600-26,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1954,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4260,4260.jpg,141,141,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-25,TRAVONA 1600-25,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1953,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4261,4261.jpg,142,142,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-24,TRAVONA 1600-24,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1953,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4262,4262.jpg,143,143,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-23,TRAVONA 1600-23,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1953,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4263,4263.jpg,144,144,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-22,TRAVONA 1600-22,ELEVATION: 4342.9'± AT THE TRAVONA C1649I STOPE,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1953,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4264,4264.jpg,145,145,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-21,TRAVONA 1600-21,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1952,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4265,4265.jpg,146,146,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-20,TRAVONA 1600-20,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1952,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4266,4266.jpg,147,147,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-19,TRAVONA 1600-19,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1951,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4267,4267.jpg,148,148,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-18,TRAVONA 1600-18,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1951,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4268,4268.jpg,149,149,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-17,TRAVONA 1600-17,ELEVATION: 4286.3' AT THE TRAVONA A1680R RAISE,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1951,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4269,4269.jpg,150,150,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-16,TRAVONA 1600-16,ELEVATION: 4284.0'± AT THE TRAVONA A1677R RAISE,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1951,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4270,4270.jpg,151,151,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-15,TRAVONA 1600-15,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1951,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4271,4271.jpg,152,152,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-14,TRAVONA 1600-14,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1951,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4272,4272.jpg,153,153,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-13,TRAVONA 1600-13,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1951,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4273,4273.jpg,154,154,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-12,TRAVONA 1600-12,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1951,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4274,4274.jpg,155,155,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-11,TRAVONA 1600-11,B1625I ELEVATION: 4238.6'±,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1951,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4275,4275.jpg,156,156,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-10,TRAVONA 1600-10,B1648R ELEVATION: 4337.1±,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1950,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4276,4276.jpg,157,157,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-9,TRAVONA 1600-9,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1950,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4277,4277.jpg,158,158,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-8,TRAVONA 1600-8,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1950,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4278,4278.jpg,159,159,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-7,TRAVONA 1600-7,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1950,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4279,4279.jpg,160,160,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-6,TRAVONA 1600-6,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1950,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4280,4280.jpg,161,161,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-5,TRAVONA 1600-5,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1950,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4281,4281.jpg,162,162,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-4,TRAVONA 1600-4,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1950,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4282,4282.jpg,163,163,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1500 SILL; TRAVONA 1600-3,TRAVONA 1500 SILL; TRAVONA 1600-3,,Underground Workings,Silver Bow,Butte*,46.004785,-112.543385,Google Earth,WGS84,1/1/1950,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4283,4283.jpg,164,164,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-2,TRAVONA 1600-2,,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1950,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4284,4284.jpg,165,165,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600-1,TRAVONA 1600-1,AI665 INCL. I ELEVATION: 4163.3',Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1950,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4285,4285.jpg,166,166,TRAVONA - EAST,H-25,1,SURFACE,TRAVONA,TRAVONA 1600 SILL; TRAVONA ORIGINAL 1800 SILL,TRAVONA 1600 SILL; TRAVONA ORIGINAL 1800 SILL,A8366 ELEVATION: 4165.0'; A8356 ELEVATION: 4164.24',Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,1/1/1897,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4286,4286.jpg,167,167,TRAVONA - EAST,H-25,1,SURFACE,END OF STOPE BOOK H-25; VOLUME 1,BLANK PAGE - LEFT PAGE ONLY - END OF STOPE BOOK H-25; VOLUME 1,BLANK PAGE - LEFT PAGE ONLY - END OF STOPE BOOK H-25; VOLUME 1,BLANK PAGE - LEFT PAGE ONLY - END OF STOPE BOOK H-25; VOLUME 1,Underground Workings,Silver Bow,Butte*,46.004785,-112.53907,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,53,19,NO,,"1"" = 50'",03N,08W,13,
4287,4287.jpg,SPINE,SPINE,ALICE,T-27,5,23-28,SPINE OF STOPE BOOK T-27; VOLUME 5,SPINE OF STOPE BOOK T-27; VOLUME 5,SPINE OF STOPE BOOK T-27; VOLUME 5,SPINE OF STOPE BOOK T-27; VOLUME 5,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,4,19,NO,,"1"" = 50'",03N,08W,12,
4288,4288.jpg,COVER,COVER,ALICE,T-27,5,23-28,COVER OF STOPE BOOK T-27; VOLUME 5,COVER OF STOPE BOOK T-27; VOLUME 5,COVER OF STOPE BOOK T-27; VOLUME 5,COVER OF STOPE BOOK T-27; VOLUME 5,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4289,4289.jpg,NO PAGE NUMBER,1,ALICE,T-27,5,23-28,BEGINNING OF STOPE BOOK T-27; VOLUME 5,BLANK PAGE - RIGHT PAGE ONLY - BEGINNING OF STOPE BOOK T-27; VOLUME 5,BLANK PAGE - RIGHT PAGE ONLY - BEGINNING OF STOPE BOOK T-27; VOLUME 5,BLANK PAGE - RIGHT PAGE ONLY - BEGINNING OF STOPE BOOK T-27; VOLUME 5,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1929,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4290,4290.jpg,358,2,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-26,BADGER STATE 400-26,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4291,4291.jpg,359,3,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-25,BADGER STATE 400-25,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4292,4292.jpg,360,4,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-24,BADGER STATE 400-24,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4293,4293.jpg,361,5,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-23,BADGER STATE 400-23,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
4294,4294.jpg,362,6,ALICE,T-27,5,23-28,BADGER STATE,BADGER STATE 2400-22,BADGER STATE 400-22,,Underground Workings,Silver Bow,Butte*,46.03112,-112.532693,Google Earth,WGS84,1/1/1927,Anaconda Copper Mining Company,Digital Copy Only,1,1,47,19,NO,,"1"" = 50'",03N,08W,12,
